pid,potential_poi
4492,"[591, 2168, 210, 129, 4492, 2713, 4032, 3647, 3791]"
595,"[868, 3269, 595, 3700, 3809, 4084, 2511, 1520, 4442, 1576, 1548, 2816, 4116, 249, 2207]"
2511,"[2975, 868, 3574, 2010, 595, 3849, 4952, 1722, 4819, 665, 706]"
3269,"[595, 3574, 2207, 4084]"
4084,"[4084, 3809, 2511, 4029, 1638, 3269]"
4029,"[4084, 406, 1170, 4030, 3423, 1558]"
2006,"[1900, 597, 2114, 249, 3172, 443, 1852, 1698, 3303, 2006, 2698, 617, 2788, 498, 2892, 169]"
2338,"[249, 597, 1900, 2114]"
4031,"[2338, 4322]"
3585,"[597, 1679, 2316, 257]"
2632,"[471, 1744, 4227, 1966, 249, 2688]"
471,[597]
609,"[407, 1768, 2089, 2546, 609, 3602, 2677, 3105]"
1768,"[609, 1782]"
2089,"[609, 2546, 407, 2089, 3105, 2677]"
2546,"[2089, 609, 2546, 176, 1056, 1257]"
2677,"[609, 2546, 836, 325, 4148, 1487, 952, 793, 2420]"
3105,"[2677, 2089, 2239, 1506, 176, 159, 3105, 2594, 425, 30, 3080, 4853]"
3690,"[2936, 2325, 1424, 4244, 4207, 4468, 4968, 4735]"
3319,"[1914, 1776, 1678, 3378, 3534, 247, 2884, 3859, 93, 1553, 2274, 1762]"
1565,"[3568, 2851, 1565, 2325, 517, 3787, 151, 4555]"
3136,"[1018, 3136, 883, 2105, 2270, 1872, 4258, 1104, 1739, 2408, 3741, 3790, 2275, 3837, 3232, 61, 4262]"
2326,"[4221, 2816, 4766, 1192, 3372, 2537, 2716, 2851, 4276, 357, 3355, 324, 4355, 443]"
4221,"[1982, 149, 3611, 3533, 1688, 31, 1018]"
625,"[1024, 3291, 3190, 3001, 4442, 625, 3696, 516]"
3696,"[625, 3262, 536, 1214, 3001, 1512, 955, 61, 961, 1981]"
3803,[3804]
3804,"[635, 1711, 3803, 3197]"
4553,"[4553, 635]"
2054,"[2055, 2053, 607, 897]"
1676,"[516, 2053, 856, 324, 897]"
3040,"[3280, 1744, 2552, 406, 3292, 2937, 1771, 4488, 4026]"
2748,"[2906, 897, 1676, 4214, 4612, 833]"
711,"[1220, 757, 961, 3434, 3005, 1642, 4028, 4026, 1170]"
4019,[3723]
3723,[897]
4295,[897]
4362,"[3421, 516, 4362, 4959]"
3421,"[1744, 139, 3433]"
648,"[647, 892, 380, 648]"
647,"[892, 648, 1170, 647, 852]"
892,"[380, 647, 257, 648, 892, 78, 1585]"
691,"[649, 691, 3285, 2317, 324, 3452, 333, 394]"
3452,"[691, 333, 249]"
650,"[1226, 102, 1596, 650, 4063, 1303, 666, 1475, 2892]"
1226,"[650, 1226, 4063, 378]"
4063,"[384, 1226]"
653,"[656, 61, 356, 3354, 3816]"
2641,"[1053, 3379, 3411, 2550, 4361, 3720, 2899, 4682, 3344, 2641, 2448]"
4361,"[3344, 2550, 2641, 2968, 3879, 4361, 1109, 61, 4211, 656, 2227]"
4213,"[406, 1125, 82, 3303, 4213, 1545, 3816, 3601]"
4682,[145]
2448,"[2641, 4372, 1306]"
885,"[1911, 660, 975, 885, 3759, 3304, 4276, 3308, 1475, 897, 257, 406, 442, 4025, 2646, 324, 2679, 2624, 61]"
975,"[1202, 4192]"
2618,"[660, 739, 3430, 941, 4386, 3097, 4801, 3042, 4482, 4827]"
3304,"[885, 757, 3304, 1537, 82, 3235, 821, 280, 2105, 175]"
4025,[1075]
3968,"[4155, 3727, 4103, 4732, 3299, 102, 3303]"
4155,"[36, 324, 3246, 2127, 1593, 337, 4155, 4859]"
1615,"[47, 190, 3593, 4030, 1998, 322, 2068, 2217]"
3736,"[190, 3722, 1018, 4276, 3225]"
2617,"[190, 865, 1659, 1534, 2492, 2311, 1632, 1873, 1152, 1981]"
4030,"[190, 4030, 4093, 4103, 4186, 4521]"
2955,"[1777, 4106, 4893, 4973, 1779, 3782, 3859, 3254, 2371, 1548, 1832, 335, 4195, 2001, 4321]"
4009,"[4356, 190, 3012, 4009, 443, 2477]"
1256,"[406, 1256, 84, 666, 870, 2483, 2693, 2126, 324, 4579, 1459, 1576]"
3151,"[1926, 1786, 2408, 23, 3262, 1496, 690]"
3664,"[3043, 696, 116, 3664, 1904, 2087, 2903, 102, 2209, 219, 1364, 3763, 324]"
3169,"[3014, 2695, 2990, 3225, 2613, 2859, 2330, 3749, 3206]"
4304,"[4242, 1876, 4971, 4893, 1792, 4304, 773, 3014, 36, 2049, 2453, 743]"
4192,"[4304, 2477, 4038, 4436, 1532, 4699, 1622, 3063, 2527]"
773,"[4304, 1157, 2878, 490, 2628]"
3769,"[324, 4379, 3820, 2954, 4488, 443]"
670,"[693, 670]"
693,"[670, 2377, 693, 4141, 3654, 3402, 80, 1585, 854, 82, 2360, 1205]"
3402,"[693, 1389, 54, 1237, 324, 2986, 3086, 4246, 4320, 213, 4961]"
671,"[672, 671, 827, 1652]"
827,"[1170, 829, 671, 822, 3554, 672, 2657, 1737]"
1169,"[1652, 1490, 4598, 1376, 1124]"
3185,"[671, 1851, 4402, 1638, 2544, 250, 1603]"
2352,"[671, 2005, 1315, 254, 3211, 2697, 4067]"
2212,"[829, 2868, 2559, 3681, 3038, 517, 1161, 3083, 2212, 1027]"
675,"[1526, 675, 1950, 2062, 82, 78, 1590, 249, 2285]"
2062,"[675, 82, 2062, 2285]"
2285,"[675, 2171, 1890, 681, 2285, 325]"
677,"[743, 3379, 185, 38, 877]"
4431,"[61, 1974, 806, 4431, 2916, 2871, 3102, 502]"
739,"[61, 1556, 2645, 739, 1270, 1750, 1662, 2816, 2280, 4006, 1104, 1196, 1145, 1622, 791, 1614, 876, 1087, 4010, 2651, 138, 324, 4863, 2643, 3546]"
681,"[681, 1680, 2285, 1526, 1666, 4082, 439, 1890, 82]"
856,"[1243, 2167, 59, 1077, 324, 2390, 1423, 1202, 2467, 856, 4251, 4492, 2168, 3882, 23, 2543, 1925]"
1243,"[1676, 856, 682, 2168, 1243, 4492, 2010, 771]"
2167,"[2168, 910, 2705, 23, 4793, 1576, 3993, 2765]"
4251,"[2870, 2867, 1595, 4853]"
2728,"[4276, 1277, 2728, 883]"
737,"[534, 1353, 83, 3700, 683, 1104]"
826,"[457, 683, 3379, 826, 1353, 1445, 4859, 1613, 1818, 4769, 102, 1652, 3027]"
1353,"[683, 457, 3871, 4127]"
687,"[687, 1675, 3802, 1137, 3321, 2262, 3731, 4031, 394, 324, 1441, 1475, 1879]"
1675,"[687, 2262]"
2262,"[687, 1087]"
3802,"[687, 4455, 3695, 4800, 3802, 3103]"
3731,"[687, 1356, 3879]"
4322,"[324, 499, 1576, 4322, 1074, 1965, 960, 253, 2320, 2612]"
1441,"[2262, 42, 1441, 4771, 3541]"
4548,"[4549, 179]"
4549,"[4481, 3467]"
4481,"[1879, 4640, 1010]"
948,"[948, 2079, 283, 688, 1460, 84, 82, 3088, 93, 757, 3303, 1638, 1075, 2290, 406, 474, 1880, 3213, 3550, 1035, 23, 61, 2087, 1022]"
1383,"[689, 3319, 3099, 93, 328, 3679, 3291, 3094, 2065, 57, 91, 1664]"
3650,"[3650, 689, 3716, 4554]"
4201,"[2613, 2818, 2990, 3656, 689, 3029]"
2613,"[689, 3322, 883, 1224, 1201, 1670, 3735, 4382, 1582, 2726, 4134, 318, 2613, 85, 1380]"
3656,"[2818, 689, 1004, 3654, 2910, 3099, 1887, 1720, 2805, 3029, 3656, 2106, 4015, 181, 4099]"
694,"[1731, 1802, 120, 2489, 1703, 3969, 324, 1475, 3466]"
1802,"[377, 694, 2856, 357, 1802, 2590, 3896, 36, 120, 910, 102, 3466, 1025]"
3896,"[324, 4039, 4041, 2991]"
3293,"[1167, 2860, 31, 3729]"
1167,"[2733, 961, 1644, 516, 1077, 254, 328, 2321]"
3466,"[1802, 3730, 259, 1892, 2913, 4609, 887, 1806, 2668]"
696,"[696, 36, 1864, 1925, 3590, 3871, 3664, 3027, 971, 3899, 131]"
697,"[697, 324, 2757, 1719, 1718, 4050, 4051]"
1718,"[1719, 697, 2757, 357, 324, 406]"
1719,"[697, 357, 2757, 379]"
2757,"[697, 1719, 2757, 379, 2819, 4051, 1718]"
3273,"[69, 4137, 3252, 3893, 908, 4067, 2417]"
704,"[1262, 1569, 704, 3158, 693]"
1569,"[704, 1569, 1262, 617, 4650, 4440, 1295]"
3029,"[3371, 1490, 1651, 131, 2927, 406, 574, 887, 3491, 889, 62, 2552, 883, 4520, 1638, 3029, 4099, 4912, 4335, 38, 3212]"
778,"[106, 690, 706, 2074, 778, 2661, 1831]"
1831,"[778, 3115, 706, 3334, 106, 1925, 2210, 2648]"
3334,[690]
2074,"[3627, 4340, 2073, 310, 2367, 2170]"
3627,"[3516, 690, 1780, 213, 83, 4387, 2535, 2801]"
2535,"[2535, 706, 519, 2648, 1037, 3025, 2189, 3073, 188]"
3572,"[1685, 1427, 3573, 3300, 2746, 3576, 3574, 3570]"
764,"[972, 707, 764, 1209]"
972,"[1314, 707, 764, 972]"
1314,"[707, 3423]"
708,"[708, 2183, 2422, 1191, 1196, 4880, 2690, 3982, 1297, 3248, 2658, 2865, 3964, 3640, 3224, 2607, 78, 4382]"
3302,"[2721, 352, 312, 2662]"
3455,"[1018, 3455, 1659, 617, 771, 353, 708, 580, 3356, 328, 3464, 2972]"
3295,"[3455, 36, 491, 3855, 1728, 2729, 2334, 1750, 1982, 4520, 4226, 3102, 3238]"
4880,"[4880, 2049, 3322, 4135, 406]"
3279,"[4880, 499, 4598, 2927, 2370, 1456, 684, 3563, 3510, 1975]"
709,"[805, 903, 709, 1475, 897, 3462, 4315, 3029]"
805,"[2163, 709, 2513, 3462, 805, 2500, 1166, 2074, 4340, 1475, 2961, 897, 3436, 1791]"
903,"[805, 1032, 2829, 469, 903, 2191, 3348]"
710,"[324, 710, 1077, 1905, 4207, 2626]"
3595,"[3595, 692, 142, 3284, 3709, 2790, 757, 1202, 4688, 324, 5002, 61, 1925, 2512, 3783, 4179]"
1040,"[102, 2122, 2150, 266, 3960, 226]"
1874,"[793, 4315, 3314, 1863, 1874, 5003, 2991, 3963]"
2122,"[2150, 2122, 266, 3960, 2500, 865]"
2150,"[257, 1040, 1712, 2122, 2489, 4436, 266, 1237, 3024, 2764, 1387, 2150, 3960, 1992, 2481, 3066]"
3960,"[2122, 2150, 3960, 1950, 1040, 266, 2429, 820]"
3066,"[266, 1739, 1638, 1642, 3390, 3593, 215, 4893]"
4850,"[2150, 439, 4850, 1659, 382, 3025, 226, 333, 4425, 2747, 3184]"
713,"[714, 713, 3047, 1264, 894, 3558, 802, 66]"
714,"[802, 714, 713, 3161, 920, 3729, 1599, 4609, 76, 2305, 660, 4655, 92, 4746, 4849, 4860]"
802,"[894, 3403, 3161, 1264, 713, 920, 3047, 2067, 3163]"
894,"[1264, 2067, 714, 802, 713, 3047]"
1264,"[1320, 3161, 713]"
1320,"[714, 226, 1076, 2848, 4774, 1320, 3300, 4088]"
3047,"[894, 802, 3161]"
3161,"[3163, 713, 802, 894, 1252, 3047]"
3163,"[894, 3163, 713]"
3558,"[894, 714]"
715,"[716, 2835, 3167, 715, 1975, 1096, 3870, 3675, 226, 4686]"
716,"[1096, 715, 716, 3094, 1354, 2835, 3167, 3202]"
2835,"[2692, 716, 1343, 1354, 715]"
3094,"[3167, 2834, 441, 1383, 1339, 3658, 91, 1765]"
3167,"[715, 3870, 3675, 3167, 238, 1313, 4622, 482, 4208, 4995, 4554, 442]"
3870,"[3871, 4162, 1354, 1714, 2289, 1489, 4878]"
717,"[717, 406, 1659, 3574, 1682, 61, 2999, 3092, 2474, 3550, 36, 3065, 1812, 3667, 126, 4372, 419, 1786, 624, 4016, 2816, 1062, 1998, 1052]"
718,"[1455, 2972, 3263, 3925, 718, 3312, 2040]"
1455,"[1455, 475, 397, 1466, 3263, 3925, 1952]"
4297,"[2040, 2031, 2605, 4189, 2983, 4513, 4099, 1976]"
2092,"[1490, 3607, 2092, 2676, 357, 1717, 1179, 1169, 1638]"
723,"[723, 2037, 2975, 1237, 23, 793, 690, 777, 3035, 151]"
3035,"[723, 4237, 777, 977, 23, 3808, 3035, 2864, 1505, 896, 1951]"
4237,"[777, 23, 723, 947, 353, 4774]"
977,"[723, 1861, 738, 1988, 2569, 896, 2493]"
726,"[726, 489, 2218, 1646, 3449, 1209, 2587, 2967, 1918, 4571, 2316, 4554]"
2587,"[2690, 3089, 2447, 726, 489, 1646]"
2384,"[726, 1038, 2403, 1555, 1417, 977, 1925]"
3449,"[489, 1313, 1646, 2587, 726, 1001, 2575, 2992]"
2967,"[726, 3449, 2522, 2967, 4488, 4507, 4700]"
2316,"[4571, 1318, 2316, 442, 2860]"
729,"[927, 729, 1099, 3882, 1266, 4518, 1665, 617, 3205, 1707, 2609]"
1266,"[1030, 1266, 1665, 1638, 729, 4518, 2609]"
4518,"[729, 4518, 1266, 2823]"
4420,"[729, 1859, 3377, 1703, 2876, 2653, 2919, 4420, 3806, 1105, 1932]"
3155,"[738, 1638]"
1928,"[2005, 2913, 739, 3297, 3792, 3686, 4034, 1737]"
1270,"[1322, 791, 2497, 3082, 1018, 2077, 3888, 83, 1727]"
4927,"[1928, 1603, 4017, 357, 2686, 4927, 1602, 403]"
1901,"[739, 941, 1344, 1494, 3377, 3727, 3652]"
2195,"[2683, 102, 1974, 2195, 1134, 403, 2851, 363, 4267, 499]"
2569,"[4356, 4269, 82]"
3556,"[3700, 3756, 751, 3556, 82]"
4817,"[2241, 4002, 660, 2512, 226, 76, 2121, 3285, 283]"
2274,"[1618, 2517, 2274, 3982, 1959, 2480, 293, 3319]"
1618,"[910, 4848, 324, 328, 2252, 2097, 4729, 4794, 2703]"
3636,"[761, 3636, 3321, 1173, 2199, 1490, 1475, 1405, 1018, 971, 1880, 1654, 3980, 4299, 1505]"
4299,"[3636, 1603, 1709, 23, 378]"
1125,"[1139, 762, 406, 1125, 1075, 427, 172, 403, 1898, 226, 175, 699]"
1152,"[1125, 2623, 1160, 1837, 4890, 2762, 4903]"
4392,"[1716, 1170, 4223, 1313]"
855,"[855, 226, 1343, 269, 352]"
770,"[772, 774, 616]"
772,"[774, 974, 770]"
774,"[974, 2193, 772, 2336, 3913, 3946, 616, 1531, 774]"
2013,"[1864, 3314, 770, 1531]"
3913,"[1531, 774, 4037, 3695, 3913, 1356]"
3946,[974]
4113,"[974, 406, 2751, 4113, 1356]"
3551,"[771, 1893, 4254, 1411, 3654, 1717, 1540, 3760]"
3717,"[771, 1202, 883, 3653, 2823]"
2164,"[2288, 4062, 3993, 2669]"
2288,"[1659, 344, 4260, 2483, 1530, 2011, 3038, 4282, 1202, 3012, 2865]"
4165,"[2862, 3855, 4165, 344, 1659, 2444]"
2583,"[2583, 4211, 4560, 2305, 1504, 249, 4104, 715]"
4062,"[4191, 684, 1638, 4138, 2891, 3798, 4062, 2637, 1743, 95, 3845, 1018, 1480, 1147]"
785,"[995, 176, 785, 1205, 3766, 24, 976]"
995,"[785, 159, 995, 176, 976, 78, 1093, 1591, 331, 2717]"
790,"[790, 2528, 2786, 3101, 1477, 3201, 4525, 2383, 374]"
2528,"[2786, 790, 3101, 2528, 4525]"
2786,"[790, 2786]"
3101,"[790, 2786, 2528, 4525]"
4525,"[3101, 1477, 2528, 790]"
1268,"[62, 1289, 2964, 1872, 312, 1268, 2590, 950, 1927, 1429]"
2834,"[1268, 4766, 2968, 370, 3212, 1900, 2844, 3909, 3974, 4365, 2690, 5019]"
4318,"[4457, 2877, 2266, 1758, 2957, 4318, 3886, 2339, 1175, 1799]"
796,"[102, 1127, 498]"
1127,"[1130, 102, 796, 3212, 1127]"
898,"[796, 898, 1600, 3239, 3641, 3141, 245, 1173, 1716, 1487, 1507, 1614]"
814,"[816, 1138, 3532, 1087, 814, 2612, 4238, 2353, 3000, 310]"
816,"[1138, 816, 2353, 1087, 814, 3532, 1018]"
1138,"[1578, 814, 2353, 3871, 2467, 3532, 4350]"
2353,"[816, 76, 3532, 814, 2353, 2637, 1138]"
3350,"[814, 2105, 3793, 260, 1042, 3881, 2046, 1987, 3411, 5061]"
3532,"[410, 814, 443, 504, 333]"
2283,[3532]
4350,"[3532, 2993]"
818,"[1147, 3029, 818, 1651, 1773, 4766]"
1651,"[1773, 1651, 818, 4766, 83]"
4766,"[4766, 1918, 3000, 1651, 61, 2326, 2834, 4893, 3670, 3372, 4855]"
820,"[249, 2120, 2933, 3379, 2429, 820, 1390, 199, 3857, 102, 1435, 4967]"
2120,"[820, 2429, 1197, 102, 2120, 3960]"
2429,"[820, 2120, 3960, 2801, 634, 2209, 2127]"
2892,"[1541, 1303, 1269, 1981, 3694, 3900, 1085, 3550]"
1726,"[1004, 1112, 2301, 3367, 4013, 4103, 2139]"
825,"[667, 435, 825, 3702, 2769, 256, 1603, 2718]"
4667,"[2769, 1075, 969, 2790, 3254, 2805, 3325, 175, 4303, 3446]"
2718,"[825, 2718, 1365, 4172, 337, 1170]"
1057,"[1313, 841, 2684, 3391, 3726, 3963]"
2684,"[2648, 2684, 3726, 3963, 841]"
3391,"[1057, 841, 3726, 4088, 2513]"
3726,"[3391, 4149, 2526, 3935, 3476, 3516, 841]"
3963,"[3726, 1794, 1010, 4612, 4802, 1874]"
3440,"[3391, 2512]"
4710,"[3391, 1131]"
3358,"[3396, 3817, 4140, 1638, 78, 3358, 3197, 842, 3377, 1173, 357, 1538, 1289]"
3396,"[3396, 3319, 842, 3358, 1967, 1087, 3401, 1039, 955, 28, 2043, 1289, 3285, 1878]"
3817,"[842, 3358, 1075, 4140, 406, 3396, 4598]"
846,"[1679, 4365, 846, 1213]"
1679,"[2045, 1679, 3156, 3585, 1025]"
3156,"[1679, 831, 2077, 3231, 3156, 2045, 846, 2829, 3372]"
3231,"[1679, 2171, 2449, 2045, 4764, 2311, 1701, 2320, 3088]"
3282,"[851, 3437, 2921, 4125, 1904, 4667, 3601, 1161, 142, 1561]"
4587,"[406, 991, 851, 36, 134, 4587, 3876]"
852,"[852, 2845, 1647, 3300, 3754, 3209, 295, 647, 2443, 4288, 2585, 3830, 2723, 61]"
2845,"[852, 517, 3718]"
295,"[503, 852, 406, 1532]"
3113,"[406, 2480, 2483, 3115, 2851, 2927]"
3265,"[516, 3404, 1213, 257, 1458, 3468, 2462, 61, 3814, 4282, 1119, 2616, 3341]"
1987,"[3367, 342, 798, 1918, 1173, 2129, 2716, 1773, 1987, 1012, 75, 3303, 4411, 1947, 4434, 3223, 3887, 5061]"
3862,"[798, 1202, 151, 2289, 3057, 3372, 1629, 324, 3268, 1260]"
854,"[875, 854, 1585, 2986, 2214, 3402, 3086, 1237, 3401, 28, 4771, 1018]"
875,"[1317, 875, 2481, 2897, 854, 339, 2442, 459, 3248, 4085, 2917, 4404, 2732, 3511, 1170, 61, 3174, 116, 3367, 2657, 889, 5048, 2480, 3694]"
3535,"[875, 457]"
1391,"[2440, 1753, 2196, 3262, 3527, 4065, 1145, 289, 4434, 4912]"
1511,"[875, 337, 1638, 357, 1864, 2818, 4276, 3043]"
2388,"[875, 4664, 2576, 3783, 983, 2388, 3722]"
1271,[849]
2581,"[2581, 858, 1308, 3941]"
1308,"[858, 1043, 1309, 1632, 257, 1106, 1170]"
1513,"[858, 1617, 3630, 1992, 4045]"
3941,"[831, 858, 2581, 4574]"
879,"[1544, 879, 3121, 3446, 1075, 1464, 3974, 1012, 3780, 1686, 2290, 375]"
1686,"[3780, 1988, 1193, 1464, 887, 3150, 4543, 4945, 4523, 1567, 1659, 3931]"
865,"[2065, 2391, 2447, 2617, 3794, 865, 11, 2009, 1319, 1872, 2669, 2122, 4260, 3678, 3642, 3322, 4886, 3099]"
3642,[4886]
4886,"[1010, 865, 4886, 2659, 342]"
866,"[1369, 1010, 3811, 1113, 3049]"
1369,"[1438, 63, 866, 3010, 1113, 1559, 1369, 3049]"
3010,"[866, 3882, 4227, 4735]"
171,"[1369, 866]"
3049,"[1693, 3049, 1369, 3255, 4245]"
1339,"[177, 69, 1339, 3218, 2953, 1871, 2044, 3601, 3094, 3658]"
1871,"[1339, 69, 1871, 3190, 887, 3029]"
2953,"[1339, 3145, 69, 1173, 2168, 353, 4050, 1388, 1659, 2783, 1254, 2512, 883, 4933, 2923]"
874,"[1108, 2591, 874, 1751, 1734]"
1108,"[1108, 1751, 1659, 2591, 874]"
1751,"[874, 1108, 151, 197, 1112, 2591, 4893, 4989]"
2591,"[1108, 1751, 874, 2591, 1075, 18]"
876,"[876, 983, 2196, 2577, 238, 1018, 83, 3189, 1202, 4028, 2681, 2778, 406]"
983,"[2681, 876, 4134, 2196, 1202, 983, 2577, 991, 499, 3783, 2388, 1659, 3435, 3722, 3207]"
2681,"[991, 876, 2153, 983]"
2778,"[226, 2832, 2779, 2777, 2601, 4245, 2862]"
3082,"[1025, 3185, 910]"
4258,"[0, 1873, 4258, 3020, 324, 3136, 1544, 3822, 443, 2001, 4193, 364, 2539, 3306, 3669]"
2325,"[886, 2325, 1027, 4625, 3787, 406, 2931, 2417, 3081, 1272, 2807, 1313, 4340]"
2931,"[2325, 2857]"
4622,"[2325, 4625, 4622, 3167, 908, 3489, 4995]"
4625,"[2325, 1545, 4560, 3196, 4622, 1680, 4625, 3463, 4474, 4546, 344, 36]"
2807,[1]
888,"[1373, 1598, 1487, 888, 82, 2350, 3589, 4801]"
1373,"[2190, 3450, 328, 1217, 229, 1373]"
3429,"[3450, 1183, 3540, 2654, 3429, 82, 2996, 406, 2821]"
3450,"[3450, 3733, 3967, 510, 1591, 1925, 3609, 1373, 1698]"
3914,[3450]
3967,"[3450, 2688, 2594, 1768, 1812, 3796, 2300, 1828, 3967, 221, 4940]"
3609,"[3450, 3609, 1891, 941, 2544, 3465]"
893,"[922, 893, 597, 2134, 943, 2803, 2112]"
922,"[946, 597, 893, 2803]"
946,"[943, 2112, 2134, 893]"
2134,"[2134, 893, 2803, 922]"
2803,"[893, 2134, 2803]"
2021,[2439]
3651,"[330, 3651, 2439, 2004, 4633, 2931, 257, 3827, 2857]"
3657,"[3879, 1313, 4198, 491]"
2751,"[3651, 3802, 3695, 2559, 2667, 3081]"
3641,"[898, 3641, 4163, 3939, 2489, 4491, 4533]"
4163,"[406, 4340, 4163, 3809, 1041, 2349, 3239]"
1507,"[4598, 3686, 1951, 1507, 4123, 1640, 3041, 159, 2552, 2654, 1506, 176, 1703, 4723]"
2541,"[392, 2541, 149, 179, 4321, 2368, 1978, 3365, 4764, 1670, 462, 4432, 1779, 102]"
2910,"[2910, 898, 54, 3582, 226]"
2061,"[1506, 4573, 2061, 24, 4867, 2004, 4550, 4898, 4877, 3920, 4974, 1056, 2915, 4893]"
1506,"[3758, 1368, 4477, 1789, 1710, 2172, 4654, 4667, 1183, 3880, 3856]"
3893,"[1688, 3512, 3893, 3273, 4801, 1397, 2097, 4382, 4014, 3303, 2788, 4375, 4010, 102, 324]"
2867,"[2884, 324, 616, 2127, 3933, 1820]"
1859,"[2525, 2897, 1105, 2901, 1859, 4255, 2919, 4420, 1932]"
2191,"[903, 2602, 2191, 993, 1971, 1077, 3977]"
2000,[43]
2308,"[43, 2168, 469, 903, 2308, 3022, 2191, 2791, 102]"
2986,"[1018, 854, 1237, 3401, 2986, 28, 4771]"
3086,"[693, 854]"
915,"[915, 3065, 2627, 3989, 2615, 2902, 4037, 3913, 834, 2637, 2661, 1724, 3353, 2489]"
3989,"[915, 2661, 834, 2627]"
2615,[3353]
3353,"[4037, 1642, 1202, 3676, 95, 23, 4349, 4160, 3353, 4138, 226, 116, 4322, 3178]"
4037,"[2661, 915, 2627]"
2902,"[3999, 915, 2946, 1191, 4138, 4708, 2997, 226, 4299]"
3999,"[35, 3613, 129]"
2026,"[517, 151, 2868, 2946, 1256, 102, 2026, 260, 61]"
2596,"[517, 2047, 1219, 3718, 2596, 2277, 1743]"
4663,"[4663, 517, 4801, 1545, 1969, 1577, 3568]"
917,"[2312, 2877, 3046, 1541, 1990, 1799, 1179, 1971, 1981, 1277, 3777, 474]"
2312,"[917, 2877, 2312, 2973, 614, 95, 1799, 3322]"
2877,"[917, 2437, 2564, 2312, 2877, 4318, 2676, 1632]"
2973,"[917, 2237, 2178, 899, 908, 604]"
3430,"[665, 3430, 842, 78, 3277, 2618, 221, 1202, 82, 3267, 61, 624, 3369, 4410, 69, 2820]"
4313,"[842, 2575, 1018, 4313, 3821, 4589, 4750, 4715, 4716, 3160, 4558]"
3227,"[3430, 3255, 324, 3277]"
221,"[2463, 2172, 2108, 3967]"
930,"[930, 1893, 4076]"
933,"[1560, 538, 933, 2314, 1381, 2712, 3027, 3823, 102, 868, 285, 2801, 498, 3854]"
3823,"[2997, 933, 1613, 498, 3027]"
2286,"[3959, 3632]"
3044,"[868, 151, 4609, 92, 715]"
934,"[934, 1657, 2221, 2398, 3584, 3278, 3826, 1591, 2717, 3589]"
1657,"[1657, 934, 2996, 2398, 2221, 3554, 176, 3589]"
2221,"[2398, 934, 1657, 2221, 4893]"
3584,"[934, 2221, 1950, 2107, 147, 2350, 443, 219]"
3278,"[1657, 934, 2717, 443, 2725, 3278, 226]"
3826,"[1657, 3871, 961, 3316, 4366, 3826, 3219, 2082, 3439]"
2717,"[2398, 2221, 1655, 2107, 4376]"
3589,"[2398, 3278, 3584, 2221, 2350, 3069, 176]"
1655,"[1919, 1255, 3323, 155, 176, 1710, 1159, 324, 2194]"
941,"[941, 1891, 3063, 1289, 4283, 3095, 249, 3299, 61, 406, 1737, 422, 4010, 1910, 1901, 2618, 3609, 3266, 1325, 392]"
1891,"[941, 3609]"
1910,"[941, 1030, 1910, 1663, 1484, 1192, 4297, 1336]"
509,"[2873, 4283, 3223, 945, 509, 3115, 3674, 1024, 2683]"
1866,"[1873, 2187, 2796, 2149, 2121, 684, 1961, 1866, 4744, 36, 443, 1615]"
2359,"[2373, 950, 1659, 1297, 1544, 3029, 2359, 1671, 1075]"
4319,"[950, 1603, 4485, 3537, 4345, 61, 1389]"
5041,"[1158, 1713, 1809, 3414, 3773, 82]"
2838,"[3349, 2259, 4402, 4373, 4789, 3324]"
3349,"[2187, 3514, 4373, 4789, 3546, 3494, 4223, 2305]"
2259,"[36, 4789, 714]"
326,[1799]
4373,"[1771, 4789, 4373, 2838, 899, 3546]"
4789,"[1638, 4373, 2838, 2044, 1707, 4789, 3746, 1659, 3349, 1576, 4894]"
3931,"[1638, 3074, 84, 3084, 2047, 1219, 2842, 3754, 3972, 3371, 1567]"
4223,"[2838, 1971, 4308, 1938, 2770, 4223, 179, 3202, 4234, 4157, 2118, 3354]"
4967,"[4967, 28, 4793, 820, 4283, 3517, 3696, 3020, 1735, 3001, 955, 991, 1173]"
2468,"[2595, 2418, 994, 2468, 3567, 2761]"
3942,"[1202, 2705, 956, 61, 4793, 2167, 3208]"
3468,"[3942, 3605, 1464, 3598, 4242, 3468, 2041, 1308, 2898, 1659, 3265, 3590, 3012, 1797, 3038, 1224, 1325, 771, 3063, 61, 2690, 3770]"
961,"[961, 175, 1729, 1018, 1805, 1170, 176, 4589, 2373, 3742, 2536, 711, 4801, 3197, 2524, 1167, 4893, 3826, 1237]"
3172,"[2357, 1, 1397, 2466, 36, 3505, 4772, 1842, 102, 3172, 537, 2028, 2675, 1386]"
4772,"[2653, 4538, 232]"
4115,"[1612, 3433]"
4538,"[2984, 3601]"
2869,"[93, 2076, 3666, 360, 84, 4382, 1873, 4776]"
2076,"[2076, 446, 2869, 344, 406, 2743, 1151, 2859, 1379, 352, 3447, 1786, 4893, 293, 1191, 1791, 2865, 3338, 2613, 2022]"
3002,"[1753, 1665]"
4661,"[36, 1332, 357]"
1839,"[2224, 2743, 1824, 3882, 1839, 1791, 336, 4146, 2275, 2834, 831, 2513, 2452, 1737, 2571, 4978, 3013, 4776]"
